19910108,0,0,25503,0,0,0,0,0,0,0,0,0,0,0,821,2,0,0,1911,55,46,0.2,17,78,0.75,20,13.1,1700,50.5,36.4,0,0,2.5,1,34,40,105,100,0
19910109,1,0,25503,0,0,0,0,0,0,0,0,0,0,0,821,2,0,0,1911,55,46,0.3,15,80,0.75,20,6.6,1900,54.9,38.5,0,0,2.5,0.7,34,40,105,100,1
19910104,2,1,47201,0,0,0,0,0,0,1,0,0,0,1,815,9,1,0,1911,62,40,0.433,16,80,0.75,30,6.5,1850,53.8,39.8,0,0,2.8,0.9,40,40,103.87,100,1
19910104,3,2,39039,0,0,0,0,0,0,0,0,0,0,1,816,9,1,0,1910,52,40,0.3,16,75,0.3125,30,5.6,1467,55.6,38.8,0,0,2.5,1.3,40,40,108.06,100,1
19910111,4,3,37351,1,0,0,0,0,0,1,0,0,0,1,816,2,0,0,1910,50,46,0.3,17,80,0.75,30,0,2100,57.5,42.5,5,0,2.3,0.6,35,40,106.67,100,1
19910104,5,2,38039,0,0,0,0,0,0,0,0,0,0,1,816,2,1,0,1910,50,40,0.267,16.8,76,0.4375,28,8.6,1467,53.8,37.6,5,0,2.5,0.8,40,40,103.87,100,1
19910111,6,4,35751,1,0,0,0,0,1,1,0,0,0,0,827,2,0,1,1911,50,46,0.3,16.5,75,0.75,30,0,2600,62.5,37.5,6,0,2.5,0.6,30,40,106.67,100,1
19910111,7,4,35751,1,0,0,0,0,1,1,0,0,0,0,827,9,0,2,1911,50,46,0.2,16.5,75,0.75,28,0,2600,62.5,37.5,6,0,2.5,1.1,30,40,106.67,100,1
19910112,8,1,47201,0,0,0,0,0,0,0,0,1,0,2,802,7,1,0,1910,50,45,0.367,12,70,0.75,60,0,1650,60.2,39.8,1.5,0,3,1,40,40,103.22,100,0
19910114,9,5,37000,0,0,0,0,0,0,0,0,0,0,1,815,2,1,0,1911,65,43,0.333,16,75,1,32,22.7,1750,45.5,31.8,0,0,3,1,38,40,106.66,100,1
19910114,10,5,37000,0,0,0,0,0,0,0,0,0,0,1,815,9,1,0,1910,65,43,0.2,16,68,0.75,30,15.5,1750,48.5,35.9,0,0,3,1,38,40,106.6,100,1
19910111,11,6,35539,0,0,0,0,0,0,0,0,0,0,0,821,2,0,0,1911,50,50,0.367,14,80,0.75,40,10.5,1700,52.6,36.8,0,0,2.5,1,38,40,105,100,0
19910117,12,7,35539,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,1911,50,50,0.3,15,70,1,30,10,1600,50,40,0,0,2.8,1,38,40,106.66,100,0
19910125,13,8,23052,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,1911,40,45,0.3,14.5,70,0.625,25,0,1500,59.5,40.5,0,0,2,1,40,40,100,100,0
19910117,14,7,35539,0,0,0,0,0,0,0,0,0,0,0,821,2,0,0,1911,50,43,0.267,16,75,1,20,15.8,1600,49.5,34.7,0,0,2.5,1,38,40,103.22,100,1
19910103,15,1,47201,0,0,0,0,0,1,1,0,0,1,3,813,9,1,0,1911,55,45,0.233,15,87,1,20,0,1400,62.5,37.5,0,0,2.5,1,40,40,103.22,100,0
19910129,16,9,38064,1,0,0,0,0,1,1,0,0,1,3,813,5,1,1,1911,30,45,0.2,14,65,0.75,20,0,1600,62.5,37.5,0,0,2.5,0.8,33,40,100,100,1
19910129,17,9,38064,1,0,0,0,0,1,1,0,0,1,3,813,1,1,1,1911,30,45,0.2,15.5,65,0.75,20,5.9,1600,58.8,35.3,0,0,2.5,1.8,33,40,100,100,1
19910123,18,10,35521,0,0,0,0,0,0,0,0,0,0,3,813,5,1,1,1910,60,38,0.267,16.4,64,0.75,20,11,1400,54.9,34.1,0,0,2.5,1,32,40,103.22,100,1
19910123,19,10,35521,0,0,0,0,0,0,0,0,0,0,3,813,1,1,1,1911,60,38,0.333,16.5,66,0.75,20,6.7,1400,56.2,37.1,0,0,1.1,1.4,32,40,103.22,100,1
19910130,20,11,37571,1,0,0,0,0,1,1,0,2,1,0,824,2,0,1,1911,50,45,0.233,16,70,0.8125,30,0,2400,58.8,41.2,0,0,1.7,1,30,40,107.4,100,1
19910130,21,11,35751,1,0,0,0,0,1,1,0,2,0,0,824,9,0,1,1911,40,45,0.2,15,76,0.8125,30,0,2400,62.5,37.5,0,0,1,1,30,40,107.4,100,1
19910117,22,12,37340,1,0,0,0,0,1,1,0,0,0,0,824,2,0,1,1911,30,43,0.2,16.3,70,0.8125,25,1.2,2200,58.1,40.7,4,0,2,1,30,40,96.875,100,1
19910127,23,13,35816,1,0,0,0,0,1,1,0,0,0,0,827,2,2,1,1911,40,41,0.2,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,40,107.4,100,0
19910131,24,3,37352,1,0,0,0,0,1,1,0,0,0,0,827,9,0,3,1911,40,42,0.2,14.5,74,1,25,8,2100,57.5,34.5,0,0,2.3,0.7,35,40,107.4,100,0
19910201,25,3,37352,1,0,0,0,0,1,1,0,0,0,0,827,9,0,3,1911,45,42,0.2,14,70,1,20,8,1850,57.5,34.5,0,0,2,0.7,35,40,107.4,100,0
19910130,26,3,37352,1,0,0,0,0,0,1,0,0,0,0,827,9,0,3,1911,50,45,0.3,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,40,107.4,100,1
19910130,27,3,37352,1,0,0,0,0,0,1,0,0,0,0,827,2,0,3,1911,50,45,0.3,15.2,72,1,25,5.9,2150,58.8,35.3,0,0,2.5,1,35,40,107.4,100,1
19910201,28,14,37080,1,0,0,0,0,1,1,0,0,1,0,828,2,0,1,1911,35,42,0.2,15,75,0.75,30,0,2100,58.8,41.2,0,0,2,0.8,30,40,107.4,100,0
19910118,29,15,37157,1,0,0,0,0,1,1,0,0,1,0,828,2,0,1,1910,30,45,0.233,17,70,0.75,35,0,2200,58.8,41.2,0,0,2.5,1,33,40,106.45,100,0
19910206,30,3,37352,1,0,0,0,0,0,1,0,0,0,1,815,2,0,0,1911,37.5,44,0.2,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,40,107.4,100,1
19910206,31,3,37352,1,0,0,0,0,0,1,0,0,0,1,815,9,0,0,1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,34.8,0,0,2.7,0.8,35,40,107.4,100,1
19910206,32,0,25507,0,0,0,0,0,0,0,0,0,0,0,821,2,0,0,1911,45,44,0.267,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,40,114.28,100,1
19910206,33,0,25507,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,1910,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,38.3,2,0,2.5,0.9,34,40,110,100,1
19910208,34,16,37080,1,0,0,0,0,1,1,0,0,1,0,828,2,0,0,1911,40,47,0.333,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,40,100,100,0
19910211,35,17,27490,1,0,0,0,0,1,1,0,0,0,3,813,1,1,0,1911,30,42,0.2,15.4,64,0.875,20,0,1425,63,37,0,0,1,1.3,34,40,107.4,100,1
19910215,36,13,35811,1,0,0,0,0,1,1,0,0,0,1,815,2,2,1,1910,45,38,0.2,15,80,0.625,30,7,1600,58.1,34.9,0,0,2.5,1.5,30,40,103.22,100,0
19910113,37,18,35334,0,0,0,0,0,0,0,0,0,0,1,816,2,0,0,1911,40,43,0.267,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,40,103.12,100,1
19910213,38,18,35334,0,0,0,0,0,0,0,0,0,0,1,816,9,0,0,1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,38,4,0,2.5,1,40,40,103.12,100,1
19910212,39,19,37869,1,0,0,0,0,0,1,0,0,0,1,815,9,1,0,1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,40,103.12,100,1
19910212,40,19,37869,1,0,0,0,0,0,1,0,0,0,1,815,2,1,0,1910,35,44,0.3,16,80,1,32,7,1400,58.1,34.9,0,0,3,1,28,40,103.12,100,1
19910211,35,17,27490,1,0,0,0,0,1,1,0,0,0,3,813,1,1,0,1911,30,42,0.2,15.4,64,0.875,20,0,1425,61.7,38.3,0,0,1,1.3,34,40,107.4,100,1
19910214,41,4,35752,1,0,0,0,0,1,1,0,0,0,0,824,9,0,1,1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,40,103.22,100,1
19910214,42,4,35752,1,0,0,0,0,1,1,0,0,0,0,824,2,0,1,1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,40,103.22,100,1
19910214,43,20,35794,1,0,0,0,0,0,1,0,0,0,0,827,2,0,0,1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,40,103.12,100,1
19910214,44,20,35794,1,0,0,0,0,0,1,0,0,0,0,827,9,0,0,1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,36,0,0,1.7,0.7,33,40,103.12,100,1
19910213,42,4,35752,1,0,0,0,0,1,1,0,0,0,0,824,2,0,0,1910,50,43,0.3,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,40,103.22,100,1
19910215,45,21,37441,1,0,0,0,0,1,1,0,0,0,0,821,2,0,1,1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,40,103.12,100,1
